id,title,description,availability,condition,price,link,image_link,brand,inventory,fb_product_category,google_product_category,model,year,transmission,body_style,drivetrain,vin,exterior_color,state_of_vehicle,fuel_type,exterior_color,custom_label_1,custom_label_2,custom_label_3,custom_label_4
61898,ŠKODA KAROQ,Oferta leasingu online,in stock,NEW,112100 PLN,https://sklep.skoda-auto.pl/skoda-karoq-1-5-tsi-110-kw-150-km-6-biegowa-manualna-czarny-magic-metalizowany-tmbjr7nu6m2037580.html,https://sklep.skoda-auto.pl/media/catalog/product/cache/779e34063ea37c481ddb6652b1f2b61e/c/4/c46021ca0f3953f5605d2f415e6c0170-TMBJR7NU6M2037580-EF.png,ŠKODA,1,inne,Pojazdy i części,KAROQ,2021,MANUAL,SUV,FWD,TMBJR7NU6M2037580,Czarny Magic metalizowany,NEW,GASOLINE,Czarny Magic metalizowany,1207.11 PLN,1.5 TSI 150 KM,"{addr1: 'Jana Pawła II 127', city: 'Bydgoszcz', region: 'Silesian Voivodeship', postal_code: '85-140', country: 'Poland'}",53.101979
61863,ŠKODA KAROQ,Oferta leasingu online,in stock,NEW,112700 PLN,https://sklep.skoda-auto.pl/skoda-karoq-1-5-tsi-110-kw-150-km-6-biegowa-manualna-niebieski-lava-metalizowany-tmbjr7nu9m2037461.html,https://sklep.skoda-auto.pl/media/catalog/product/cache/779e34063ea37c481ddb6652b1f2b61e/f/4/f440ff7c9c69ab11c9c726a0c1bc4101-TMBJR7NU9M2037461-EF.png,ŠKODA,1,inne,Pojazdy i części,KAROQ,2021,MANUAL,SUV,FWD,TMBJR7NU9M2037461,Niebieski Lava Metalizowany,NEW,GASOLINE,Niebieski Lava Metalizowany,1213.57 PLN,1.5 TSI 150 KM,"{addr1: 'Roztocze 4', city: 'Lublin', region: 'Silesian Voivodeship', postal_code: '20-722', country: 'Poland'}",51.234075
61629,ŠKODA KAROQ,Oferta leasingu online,in stock,NEW,118150 PLN,https://sklep.skoda-auto.pl/skoda-karoq-1-5-tsi-110-kw-150-km-6-biegowa-manualna-biel-moon-metalizowany-tmbjr7nu3m2036791.html,https://sklep.skoda-auto.pl/media/catalog/product/cache/779e34063ea37c481ddb6652b1f2b61e/7/8/78334cf67d539193e75d04496d38f99f-TMBJR7NU3M2036791-EF.png,ŠKODA,1,inne,Pojazdy i części,KAROQ,2021,MANUAL,SUV,FWD,TMBJR7NU3M2036791,Biel Moon Metalizowany,NEW,GASOLINE,Biel Moon Metalizowany,1272.25 PLN,1.5 TSI 150 KM,"{addr1: 'Horbaczewskiego 75', city: 'Wrocław', region: 'Silesian Voivodeship', postal_code: '54-215', country: 'Poland'}",51.120799
58276,ŠKODA KAROQ,Oferta leasingu online,in stock,NEW,118400 PLN,https://sklep.skoda-auto.pl/skoda-karoq-1-5-tsi-110-kw-150-km-7-biegowa-automatyczna-dsg-niebieski-race-metalizowany-tmbjr7nu3mc204035.html,https://sklep.skoda-auto.pl/media/catalog/product/cache/779e34063ea37c481ddb6652b1f2b61e/a/d/adbe47f8946fe46435211703598c91ff-TMBJR7NU3MC204035-EF.png,ŠKODA,1,inne,Pojazdy i części,KAROQ,2021,AUTOMATIC,SUV,FWD,TMBJR7NU3MC204035,Niebieski Race Metalizowany,NEW,GASOLINE,Niebieski Race Metalizowany,1274.94 PLN,1.5 TSI 150 KM,"{addr1: 'Portowa 2', city: 'Gliwice', region: 'Silesian Voivodeship', postal_code: '44-100', country: 'Poland'}",50.305035
60337,ŠKODA KAROQ,Oferta leasingu online,in stock,NEW,121250 PLN,https://sklep.skoda-auto.pl/skoda-karoq-1-5-tsi-110-kw-150-km-7-biegowa-automatyczna-dsg-braz-magnetic-metalizowany-tmbjr7nu8m5036347.html,https://sklep.skoda-auto.pl/media/catalog/product/cache/779e34063ea37c481ddb6652b1f2b61e/8/8/882962e1f51772f3d7e1db3011fe1cce-TMBJR7NU8M5036347-EF.png,ŠKODA,1,inne,Pojazdy i części,KAROQ,2021,AUTOMATIC,SUV,FWD,TMBJR7NU8M5036347,Brąz Magnetic Metalizowany,NEW,GASOLINE,Brąz Magnetic Metalizowany,1305.63 PLN,1.5 TSI 150 KM,"{addr1: 'Jana Sobieskiego 10A', city: 'Dąbrowa Górnicza', region: 'Silesian Voivodeship', postal_code: '41-300', country: 'Poland'}",50.32522
60208,ŠKODA KAROQ,Oferta leasingu online,in stock,NEW,121250 PLN,https://sklep.skoda-auto.pl/skoda-karoq-1-5-tsi-110-kw-150-km-7-biegowa-automatyczna-dsg-niebieski-lava-metalizowany-tmbjr7nu2m2033266.html,https://sklep.skoda-auto.pl/media/catalog/product/cache/779e34063ea37c481ddb6652b1f2b61e/7/f/7f8770dc815fd1ce0969c8183ecc00b7-TMBJR7NU2M2033266-EF.png,ŠKODA,1,inne,Pojazdy i części,KAROQ,2021,AUTOMATIC,SUV,FWD,TMBJR7NU2M2033266,Niebieski Lava Metalizowany,NEW,GASOLINE,Niebieski Lava Metalizowany,1305.63 PLN,1.5 TSI 150 KM,"{addr1: 'Partyzantów 26', city: 'Olsztyn', region: 'Silesian Voivodeship', postal_code: '10-526', country: 'Poland'}",53.783378
57695,ŠKODA KAROQ,Oferta leasingu online,in stock,NEW,129300 PLN,https://sklep.skoda-auto.pl/skoda-karoq-1-5-tsi-110-kw-150-km-7-biegowa-automatyczna-dsg-biel-moon-metalizowany-tmbjr7nu2m2024633.html,https://sklep.skoda-auto.pl/media/catalog/product/cache/779e34063ea37c481ddb6652b1f2b61e/4/5/457a0c213091aa18de42186480851921-TMBJR7NU2M2024633-EF.png,ŠKODA,1,inne,Pojazdy i części,KAROQ,2020,AUTOMATIC,SUV,FWD,TMBJR7NU2M2024633,Biel Moon Metalizowany,NEW,GASOLINE,Biel Moon Metalizowany,1308.58 PLN,1.5 TSI 150 KM,"{addr1: 'Warszawska 84', city: 'Stojadła', region: 'Silesian Voivodeship', postal_code: '05-300', country: 'Poland'}",52.192068
58728,ŠKODA KAROQ,Oferta leasingu online,in stock,NEW,121700 PLN,https://sklep.skoda-auto.pl/skoda-karoq-1-5-tsi-110-kw-150-km-7-biegowa-automatyczna-dsg-biel-moon-metalizowany-tmbjr7nu3mc204455.html,https://sklep.skoda-auto.pl/media/catalog/product/cache/779e34063ea37c481ddb6652b1f2b61e/c/b/cbf17b85fd7821f034368b4bf7c2ef47-TMBJR7NU3MC204455-EF.png,ŠKODA,1,inne,Pojazdy i części,KAROQ,2021,AUTOMATIC,SUV,FWD,TMBJR7NU3MC204455,Biel Moon Metalizowany,NEW,GASOLINE,Biel Moon Metalizowany,1310.48 PLN,1.5 TSI 150 KM,"{addr1: 'Gen. Władysława Andersa 586', city: 'Bielsko-Biała', region: 'Silesian Voivodeship', postal_code: '43-300', country: 'Poland'}",49.842531
54557,ŠKODA KAROQ,Oferta leasingu online,in stock,NEW,132050 PLN,https://sklep.skoda-auto.pl/skoda-karoq-1-6-tdi-85-kw-115-km-7-biegowa-automatyczna-dsg-szary-business-metalizowany-tmbjg7nu1m5020223.html,https://sklep.skoda-auto.pl/media/catalog/product/cache/779e34063ea37c481ddb6652b1f2b61e/s/k/skoda-karoq-16-tdi-85-kw-115-km-7-biegowa-automatyczna-dsg-szary-business-metalizowany-tmbjg7nu1m5020223-exteriorfront.png,ŠKODA,1,inne,Pojazdy i części,KAROQ,2020,AUTOMATIC,SUV,FWD,TMBJG7NU1M5020223,Szary Business Metalizowany,NEW,DIESEL,Szary Business Metalizowany,1338.20 PLN,1.6 TDI 115 KM,"{addr1: 'Gdańska 13C', city: 'Wejherowo', region: 'Silesian Voivodeship', postal_code: '84-200', country: 'Poland'}",54.602736
61914,ŠKODA KAROQ,Oferta leasingu online,in stock,NEW,130100 PLN,https://sklep.skoda-auto.pl/skoda-karoq-2-0-tdi-110-kw-150-km-6-biegowa-manualna-szary-business-metalizowany-tmbjj7nu0m5031344.html,https://sklep.skoda-auto.pl/media/catalog/product/cache/779e34063ea37c481ddb6652b1f2b61e/5/b/5bbb3c33cb1aec27ed944a7d2337b6cf-TMBJJ7NU0M5031344-EF.png,ŠKODA,1,inne,Pojazdy i części,KAROQ,2021,MANUAL,SUV,FWD,TMBJJ7NU0M5031344,Szary Business Metalizowany,NEW,DIESEL,Szary Business Metalizowany,1400.93 PLN,2.0 TDI 150 KM,"{addr1: 'Piasecka 20 A', city: 'Świdnik', region: 'Silesian Voivodeship', postal_code: '21-040', country: 'Poland'}",51.212878
